Date,Time,Nama_Model,MAE,MSE,RMSE
29/11/2021,17:12:53,Tensorflow Deep Learning,4.649806976318359,160.19125366210938,12.656668347638306
29/11/2021,17:13:01,XGBoost Regressor,5.879232162667304,157.23231912188652,12.539231201388963
29/11/2021,17:20:56,Tensorflow Deep Learning,3.9261841773986816,88.13221740722656,9.387876086060498
30/11/2021,10:32:12,Tensorflow Deep Learning,3.8075435161590576,116.91613006591795,10.81277624229402
30/11/2021,10:48:21,Tensorflow Deep Learning,3.856661081314087,135.53736877441406,11.642051742472804
30/11/2021,11:13:59,XGBoost Regressor,6.599035120805105,119.91619341867948,10.95062525240817
30/11/2021,11:15:09,XGBoost Regressor,6.2411994448773145,139.42939665126485,11.808022554656002
30/11/2021,11:25:10,XGBoost Regressor,6.046047228730787,133.11367793809464,11.53749010565533
30/11/2021,15:11:44,Tensorflow Deep Learning,4.031789779663086,117.96736145019531,10.861278076276076
